no,x,y,z,states
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
no,x,y,z,states
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
no,x,y,z,states
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
no,x,y,z,states
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
no,x,y,z,states
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
no,x,y,z,states
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
no,x,y,z,states
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
no,x,y,z,states
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
no,x,y,z,states
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
no,x,y,z,states
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
a,b,c,
no,x,y,z,states
hello,a,b,c,
hello,a,b,c,
hello,a,b,c,
hello,a,b,c,
hello,a,b,c,
